person_id,team_id,day,week,hours,sleep,mood,stress,mgr_support,peer_support,deadline_pressure,on_call_load,events,burnout,_reservoir,_p,hours_ma7,hours_ma28,sleep_ma7,sleep_ma28,mood_ma7,mood_ma28,stress_ma7,stress_ma28,mgr_support_ma7,mgr_support_ma28,peer_support_ma7,peer_support_ma28,deadline_pressure_ma7,deadline_pressure_ma28,on_call_load_ma7,on_call_load_ma28,hours_delta7,stress_delta7,sleep_delta7,mood_delta7,deadline_pressure_delta7,hours_std7,stress_std7,sleep_std7,mood_std7,hours_slope7,stress_slope7,had_layoff_14d,had_reorg_14d,had_deadline_14d,days_since_pto,hours_x_stress,low_sleep_high_hours
0,0,0,0,8.67346786383693,5.896568235841204,8.052386017848884,5.22249622652122,5.151637148438917,5.748009572994407,4.59128885800344,0.1606492666622017,,1,-0.011404758329350645,0.26670502729943896,8.67346786383693,8.67346786383693,5.896568235841204,5.896568235841204,8.052386017848884,8.052386017848884,5.22249622652122,5.22249622652122,5.151637148438917,5.151637148438917,5.748009572994407,5.748009572994407,4.59128885800344,4.59128885800344,0.1606492666622017,0.1606492666622017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2.2648576594870713,0.0
0,0,1,0,7.490944351506553,6.683999247543451,8.202699212697055,5.184083298520046,4.823990091730283,5.676233737350758,4.362509437663709,0.20553844932581392,,0,0.021135673486862162,0.27311718421355585,8.082206107671741,8.082206107671741,6.290283741692328,6.290283741692328,8.127542615272969,8.127542615272969,5.203289762520633,5.203289762520633,4.9878136200846,4.9878136200846,5.712121655172583,5.712121655172583,4.476899147833574,4.476899147833574,0.1830938579940078,0.1830938579940078,-0.5912617561651885,-0.019206464000586898,0.393715505851123,0.07515659742408687,-0.11438971016986521,0.8361703944813436,0.027162041874860605,0.5567978080912421,0.10628747937895784,-1.1825235123303788,-0.038412928001174254,0.0,0.0,0.0,60.0,1.94168397513941,0.0
0,0,2,0,8.593836478444414,6.691653649174973,6.65102234515112,5.060649043298591,5.00888200306515,5.769035421074707,3.992215422043155,0.2431228063273616,,0,-0.030704640744285194,0.2629475176681736,8.252749564595966,8.252749564595966,6.42407371085321,6.42407371085321,7.63536919189902,7.63536919189902,5.155742856113286,5.155742856113286,4.994836414411449,4.994836414411449,5.731092910473291,5.731092910473291,4.3153379059034345,4.3153379059034345,0.20310350743845906,0.20310350743845906,0.34108691384844825,-0.09509381281469498,0.26757993832176297,-0.9843468467478997,-0.32312248386027953,0.6609430205415117,0.08456366350941168,0.45684917324190816,0.8557759929813787,-0.039815692696259335,-0.08092359161131449,0.0,0.0,0.0,60.0,2.174519517645213,0.0
0,0,3,0,7.842365287089864,6.80499747688428,7.410533242135551,4.487039979110219,4.677424723209807,5.628748202195572,4.301136620155334,0.17549702756917007,,0,0.018210488774167893,0.2725368498607258,8.15015349521944,8.15015349521944,6.519304652360977,6.519304652360977,7.5791602044581525,7.5791602044581525,4.988567136862519,4.988567136862519,4.915483491611039,4.915483491611039,5.705506733403861,5.705506733403861,4.311787584466409,4.311787584466409,0.19620188747113682,0.19620188747113682,-0.3077882081295762,-0.5015271577523004,0.285692824523303,-0.16862696232260177,-0.010650964311075484,0.5773510758118288,0.34140624855461194,0.41882753842486703,0.707723699277258,-0.13904156033033319,-0.23298029974544518,0.0,0.0,0.0,60.0,1.7594503286979204,0.0
0,0,4,0,7.108877434165391,6.619495776648494,7.2436744329428855,5.259948244349584,5.484441659664502,6.31173993321135,4.368426366122943,0.16345146654017062,,0,-0.030395492422854175,0.26300743689571243,7.941898283008631,7.941898283008631,6.5393428772184805,6.5393428772184805,7.512063050155099,7.512063050155099,5.042843358359932,5.042843358359932,5.029275125221732,5.029275125221732,5.826753373365359,5.826753373365359,4.323115340797716,4.323115340797716,0.18965180328494358,0.18965180328494358,-0.8330208488432396,0.21710488598965139,0.08015289943001314,-0.26838861721221363,0.04531102532522713,0.6832655893725762,0.3196063375690182,0.3654723416135268,0.631002984515013,-0.2777759923759773,-0.06221392837531091,0.0,0.0,0.0,60.0,1.8696163689567311,0.0
0,0,5,0,9.603945377540496,6.19787755072499,7.967825178144772,4.692281165107046,5.141349551277733,5.613463317741087,3.9666590921736034,0.21039114763851158,,0,-0.13997483101687572,0.24232498208186118,8.218906132097274,8.218906132097274,6.482431989469565,6.482431989469565,7.588023404820045,7.588023404820045,4.984416326151117,4.984416326151117,5.047954196231065,5.047954196231065,5.791205030761314,5.791205030761314,4.263705966027031,4.263705966027031,0.1931083606772049,0.1931083606772049,1.385039245443222,-0.29213516104407145,-0.28455443874457487,0.3798017733247274,-0.2970468738534273,0.9131711686408119,0.31968871948788563,0.3553718064982044,0.5942656527668657,0.07870616071827946,-0.0856311295363036,0.0,0.0,0.0,60.0,2.253220600287507,0.0
0,0,6,0,9.906495971075346,6.256331722519191,6.911217341491401,5.360017154086761,5.35406667219743,6.768068132816596,4.43631682089966,0.18621929372311727,,0,0.03301174291992941,0.2754812132876278,8.459990394808427,8.459990394808427,6.450131951333797,6.450131951333797,7.491336824344524,7.491336824344524,5.038073587284781,5.038073587284781,5.091684549940546,5.091684549940546,5.9307569024834965,5.9307569024834965,4.288364659580263,4.288364659580263,0.19212420825519239,0.19212420825519239,1.4465055762669188,0.32194356680198055,-0.1938002288146068,-0.5801194828531226,0.14795216131939704,1.0496440689361721,0.3245321394146754,0.33547575365417315,0.5997758906100142,0.23000454748229,-0.013276510109942456,0.0,0.0,0.0,60.0,2.654949417092762,0.0
0,0,7,1,7.289137998546889,6.532766459980801,8.02819177780115,6.450490308128043,6.700999563215213,6.295679061834376,3.7064570745210825,0.06177342672907633,,0,0.03621559467896393,0.2761211340349514,8.26222898548128,8.313633845275735,6.541017411925169,6.460461264914673,7.4878805043377055,7.558443693526602,5.213501313228613,5.214625677390189,5.313022037765732,5.292848926599879,6.008995400889207,5.976372172402357,4.161960119082783,4.215626211447866,0.17799908826474592,0.17583036056442788,-0.9730909869343902,1.2369889948994306,-0.00825095194436809,0.5403112734634439,-0.45550304456170077,1.1300495348753858,0.6294722301690956,0.23015878360385564,0.5960620960696001,0.13505285774405373,0.16439994415704132,0.0,0.0,0.0,60.0,2.3509257007117275,0.0
0,0,8,1,6.6300341350500736,6.1328555817190376,7.493046306573528,6.313209721260901,5.3092055909479905,6.5798441007079065,3.9025540831181673,0.10912855244479056,,0,-0.052963984982931464,0.2586563406597773,8.139241811701782,8.126567210806218,6.462282602521681,6.424060633448491,7.38650151774863,7.5511773171984835,5.3748050879058775,5.336690571153601,5.3823385376539745,5.29466633374967,6.138082595654514,6.043424608880751,4.0962522112905635,4.180840419411233,0.16422624585317114,0.16841904855113485,-1.509207676651708,0.9384046333550238,-0.3294270208026431,0.10654478882489826,-0.19369812817239618,1.2665814118064156,0.7531901641635075,0.26476293700146775,0.508077609141347,-0.15000868108425133,0.2780232714878486,0.0,0.0,0.0,60.0,2.0928397976844866,0.0
0,0,9,1,8.263954553618996,6.048615688541007,7.792959157953768,4.979461684908504,4.631265448327923,5.449505558036568,4.171307489622676,0.24733030358616354,,0,-0.023139051579509663,0.2644164025073707,8.092115822441007,8.140305945087494,6.370420036716829,6.3865161389577425,7.549635348149009,7.575355501274013,5.363206893850152,5.300967682529092,5.328393315548658,5.228326245207495,6.09243547236335,5.984032703796332,4.121836792373353,4.179887126432377,0.16482731689014285,0.17631017405463772,0.17183873117798854,-0.3837452089416482,-0.3218043481758217,0.24332380980475943,0.049470697249323514,1.252911394933165,0.7594332645190838,0.28285290599048424,0.40555452059976754,-0.07170450634417311,0.19078561479423167,0.0,0.0,0.0,60.0,2.0575022532785474,0.0
